Major,Requirement,Course Code,Course Title,Credits
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 606,Advanced Topics in African Literature,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 609,Advanced Topics in Global Black Music Studies,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 669,Special Topics,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 681,Senior Honors Thesis,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 682,Senior Honors Thesis,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 698,Directed Study,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 699,Directed Study,
"African Cultural Studies, B.S.",Literature and Culture,AFROAMER 302,Undergraduate Studies in Afro-American History,
"African Cultural Studies, B.S.",Literature and Culture,MUSIC 318,Cultural Cross Currents: West African Dance/Music in the Americas,
"African Cultural Studies, B.S.",Literature and Culture,HISTORY 347,The Caribbean and its Diasporas,
"African Cultural Studies, B.S.",Literature and Culture,WS 367,Art and Visual Culture: Women of the African Diaspora and Africa,
"African Cultural Studies, B.S.",Literature and Culture,ECON 477,Agricultural and Economic Development in Africa,
"African Cultural Studies, B.S.",Literature and Culture,ANTHRO 333,Prehistory of Africa,
"African Cultural Studies, B.S.",Literature and Culture,HIST 479,Art and History in Africa,
"African Cultural Studies, B.S.",Literature and Culture,HIST 579,Proseminar in African Art,
"African Cultural Studies, B.S.",Literature and Culture,MUSIC 318,Cultural Cross Currents: West African Dance/Music in the Americas,
"African Cultural Studies, B.S.",Literature and Culture,E 477,Agricultural and Economic Development in Africa,
"African Cultural Studies, B.S.",Literature and Culture,AFROAMER 367,Art and Visual Culture: Women of the African Diaspora and Africa,
"African Cultural Studies, B.S.",Literature and Culture,SCI 429,Gender and Politics in Comparative Perspective,
"African Cultural Studies, B.S.",Literature and Culture,GEOG 355,"Africa, South of the Sahara",
"African Cultural Studies, B.S.",Literature and Culture,HISTORY 278,"Africans in the Americas, 1492-1808",
"African Cultural Studies, B.S.",Literature and Culture,HISTORY 279,"Afro-Atlantic History, 1808-Present",
"African Cultural Studies, B.S.",Literature and Culture,HISTORY 444,History of East Africa,
"African Cultural Studies, B.S.",Literature and Culture,HISTORY 445,History of Equatorial Africa,
"African Cultural Studies, B.S.",Literature and Culture,LITTRANS 226,Introduction to Luso-Afro-Brazilian Literature,
"African Cultural Studies, B.S.",Literature and Culture,LITTRANS 334,In Translation: The Art of Isak Dinesen/Karen Blixen,
"African Cultural Studies, B.S.",Literature and Culture,DANCE 318,Cultural Cross Currents: West African Dance/Music in the Americas,
"African Cultural Studies, B.S.",Literature and Culture,SCI 329,African Politics,
"African Cultural Studies, B.S.",Literature and Culture,WS 429,Gender and Politics in Comparative Perspective,
"African Cultural Studies, B.S.",Literature and Culture,SCI 455,African International Relations,
"African Cultural Studies, B.S.",Literature and Culture,HISTORY 129,Africa on the Global Stage,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 201,Introduction to African Literature,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 202,Introductory Topics in African Cultural Studies,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 203,Introductory Topics in African Literature,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 204,Introductory Topics in African Languages,
"African Cultural Studies, B.S.",Literature and Culture,FOLKLORE 210,The African Storyteller,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 212,Introduction to African Popular Culture,
"African Cultural Studies, B.S.",Literature and Culture,FRENCH 216,Modern and Contemporary Francophone Topics,
"African Cultural Studies, B.S.",Literature and Culture,AFROAMER 220,"HipHop, Youth Culture, and Politics in Senegal",
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 230,Introduction to Yoruba Life and Culture,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 231,Introduction to Arabic Literary Culture,
"African Cultural Studies, B.S.",Literature and Culture,AFRICAN 232,Introduction to Swahili Cultures,
"African Cultural Studies, B.S.",Literature and Culture,AFROAMER 233,Global HipHop and Social Justice,
"African Cultural Studies, B.S.",Literature and Culture,SCI 297,African and African-American Linkages: An Introduction,
"African Cultural Studies, B.S.",Literature and Culture,WS 221,Introduction to Black Women's Studies,
"African Cultural Studies, B.S.",Literature and Culture,HIST 241,Introduction to African Art and Architecture,
"African Cultural Studies, B.S.",Literature and Culture,WS 267,Artistic/Cultural Images of Black Women,
"African Cultural Studies, B.S.",Literature and Culture,AFROAMER 241,Introduction to African Art and Architecture,
"African Cultural Studies, B.S.",Literature and Culture,AFROAMER 221,Introduction to Black Women's Studies,
"African Cultural Studies, B.S.",Literature and Culture,AFROAMER 267,Artistic/Cultural Images of Black Women,
"African Cultural Studies, B.S.",Literature and Culture,HISTORY 105,Introduction to the History of Africa,
"African Cultural Studies, B.S.",Capstone course,AFRICAN 403,Theories of African Cultural Studies,
"African Cultural Studies, B.S.",Capstone course,AFRICAN 405,Topics in African Cultural Studies,
Agricultural and Applied Economic...,Development Economics,E 319,The International Agricultural Economy,3
Agricultural and Applied Economic...,Development Economics,SCI 350,World Hunger and Malnutrition,3
Agricultural and Applied Economic...,Development Economics,ST 373,"Globalization, Poverty and Development",3
Agricultural and Applied Economic...,Development Economics,ST 374,The Growth and Development of Nations in the Global Economy,3
Agricultural and Applied Economic...,Development Economics,BUS 462,Latin American Economic Development,3
Agricultural and Applied Economic...,Development Economics,ECON 473,Economic Growth and Development in Southeast Asia,3
Agricultural and Applied Economic...,Development Economics,ECON 474,Economic Problems of Developing Areas,3
Agricultural and Applied Economic...,Development Economics,ECON 477,Agricultural and Economic Development in Africa,3
Agricultural and Applied Economic...,Environmental Economics,ST 244,The Environment and the Global Economy,4
Agricultural and Applied Economic...,Environmental Economics,E 246,Climate Change Economics and Policy,3
Agricultural and Applied Economic...,Environmental Economics,ST 343,Environmental Economics,4
Agricultural and Applied Economic...,Environmental Economics,E 352,"Global Health: Economics, Natural Systems, and Policy",4
Agricultural and Applied Economic...,Environmental Economics,ECON 371,"Energy, Resources and Economics",3
Agricultural and Applied Economic...,Environmental Economics,ECOL 531,Natural Resource Economics,3
Agricultural and Applied Economic...,Environmental Economics,PL 671,Energy Economics,3
Agricultural and Applied Economic...,Managerial Economics,E 320,Agricultural Systems Management,3
Agricultural and Applied Economic...,Managerial Economics,E 322,Commodity Markets,4
Agricultural and Applied Economic...,Managerial Economics,E 323,Cooperatives and Alternative Forms of Enterprise Ownership,3
Agricultural and Applied Economic...,Managerial Economics,E 335,Introduction to Data Analysis using Spreadsheets,2
Agricultural and Applied Economic...,Managerial Economics,E 419,Agricultural Finance,3
Agricultural and Applied Economic...,Managerial Economics,ECON 421,Economic Decision Analysis,4
"Agronomy, B.S.",Ag Social Science,E 319,The International Agricultural Economy,3
"Agronomy, B.S.",Ag Social Science,E 320,Agricultural Systems Management,3
"Agronomy, B.S.",Ag Social Science,E 322,Commodity Markets,4
"Agronomy, B.S.",Ag Social Science,E 323,Cooperatives and Alternative Forms of Enterprise Ownership,3
"Agronomy, B.S.",Ag Social Science,ECON 421,Economic Decision Analysis,4
"Agronomy, B.S.",Ag Social Science,ECON 474,Economic Problems of Developing Areas,3
"Agronomy, B.S.",Ag Social Science,SOC 140,Introduction to Community and Environmental Sociology,4
"Agronomy, B.S.",Ag Social Science,SOC 222,"Food, Culture, and Society",3
"Agronomy, B.S.",Ag Social Science,SCI 230,Agriculture and Social Change in Western History,3
"Agronomy, B.S.",Ag Social Science,SOC 578,Poverty and Place,3
"Agronomy, B.S.",Ag Social Science,SOC 650,Sociology of Agriculture,3
"Agronomy, B.S.",Animal Science,SCI 101,Introduction to Animal Sciences,3
"Agronomy, B.S.",Animal Science,SCI 200,The Biology and Appreciation of Companion Animals,3
"Agronomy, B.S.",Animal Science,SCI 311,Comparative Animal Nutrition,3
"Agronomy, B.S.",Animal Science,SCI 431,Beef Cattle Production,3
"Agronomy, B.S.",Animal Science,SCI 432,Swine Production,3
"Agronomy, B.S.",Animal Science,SCI 205,Dairy Cattle Improvement Programs,2
"Agronomy, B.S.",Animal Science,SCI 361,Introduction to Animal and Veterinary Genetics,2
"Agronomy, B.S.",Animal Science,SCI 363,Principles of Animal Breeding,2
"Agronomy, B.S.",Animal Science,SCI 370,Livestock Production and Health in Agricultural Development,3
"Agronomy, B.S.",Animal Science,SCI 378,Lactation Physiology,3
"Agronomy, B.S.",Animal Science,ZOOLOGY 302,Introduction to Entomology,4
"Agronomy, B.S.",Animal Science,ENTOM 351,Principles of Economic Entomology,3
"Agronomy, B.S.",Atmospheric Science,OCN 100,Weather and Climate,3
"Agronomy, B.S.",Atmospheric Science,ST 171,Global Change: Atmospheric Issues and Problems,2-3
"Agronomy, B.S.",Biological Systems Engineering,BSE 301,Land Information Management,3
"Agronomy, B.S.",Food Science,SCI 120,Science of Food,3
"Agronomy, B.S.",Food Science,SCI 440,Principles of Food Engineering,3
"Agronomy, B.S.",Food Science,SOC 340,Issues in Food Systems,3-4
"Agronomy, B.S.",Food Science,BIOCHEM 510,Nutritional Biochemistry and Metabolism,3
"Agronomy, B.S.",Management,S 211,Introductory Managerial Accounting,3
"Agronomy, B.S.",Management,S 301,Financial Reporting I,3
"Agronomy, B.S.",Management,S 302,Financial Reporting II,3
"Agronomy, B.S.",Management,E 320,Agricultural Systems Management,3
"Agronomy, B.S.",Management,E 322,Commodity Markets,4
"Agronomy, B.S.",Management,E 323,Cooperatives and Alternative Forms of Enterprise Ownership,3
"Agronomy, B.S.",Management,E 419,Agricultural Finance,3
"Agronomy, B.S.",Management,ECON 421,Economic Decision Analysis,4
"Agronomy, B.S.",Management,ECON 474,Economic Problems of Developing Areas,3
"Agronomy, B.S.",Management,BUS 301,Business Law,3
"Agronomy, B.S.",Management,BUS 302,Business Organizations and Negotiable Instruments,3
"Agronomy, B.S.",Management,ECON 300,Introduction to Finance,3
"Agronomy, B.S.",Management,BUS 200,International Business,3
"Agronomy, B.S.",Management,MARKETNG 305,Consumer Behavior,3
"Agronomy, B.S.",Management,MARKETNG 310,Marketing Research,3
"Agronomy, B.S.",Management,BUS 420,Global Marketing Strategy,3
"Agronomy, B.S.",Management,MARKETNG 424,Sales Strategy and Management,3
"Agronomy, B.S.",Management,MARKETNG 426,Strategic Retailing,3
"Agronomy, B.S.",Management,MARKETNG 460,Marketing Strategy,3
"Agronomy, B.S.",Management,R 420,Managing Change and Organizational Effectiveness,3
"Agronomy, B.S.",Management,R 422,Entrepreneurial Management,3
"Agronomy, B.S.",Management,R 612,Labor-Management Relations,3
"Agronomy, B.S.",Management,I 300,Principles of Risk Management,3
"Agronomy, B.S.",Nutritional Science,SCI 132,Nutrition Today,3
"Agronomy, B.S.",Nutritional Science,SCI 311,Comparative Animal Nutrition,3
"Agronomy, B.S.",Nutritional Science,SCI 332,Human Nutritional Needs,3
"Agronomy, B.S.",Nutritional Science,AGRONOMY 350,World Hunger and Malnutrition,3
"Agronomy, B.S.",Soil Science,ST 324,Soils and Environmental Quality,3
"Agronomy, B.S.",Soil Science,SCI 325,Soils and Landscapes,3
"Agronomy, B.S.","Bacteriology, Biochemistry, Genetics",MICROBIO 101,General Microbiology,3
"Agronomy, B.S.","Bacteriology, Biochemistry, Genetics",MICROBIO 102,General Microbiology Laboratory,2
"Agronomy, B.S.","Bacteriology, Biochemistry, Genetics",MICROBIO 303,Biology of Microorganisms,3
"Agronomy, B.S.","Bacteriology, Biochemistry, Genetics",MICROBIO 304,Biology of Microorganisms Laboratory,2
"Agronomy, B.S.","Bacteriology, Biochemistry, Genetics",SCI 324,Food Microbiology Laboratory,2
"Agronomy, B.S.","Bacteriology, Biochemistry, Genetics",SCI 325,Food Microbiology,3
"Agronomy, B.S.","Bacteriology, Biochemistry, Genetics",BIOCHEM 501,Introduction to Biochemistry,3
"Agronomy, B.S.","Bacteriology, Biochemistry, Genetics",GENETICS 466,Principles of Genetics,3
"Agronomy, B.S.",Ecological Sciences,ST 100,Forests of the World,3
"Agronomy, B.S.",Ecological Sciences,ECOL 318,Principles of Wildlife Ecology,3
"Agronomy, B.S.",Ecological Sciences,BOTANY 455,The Vegetation of Wisconsin,4
"Agronomy, B.S.",Ecological Sciences,ZOOLOGY 460,General Ecology,4
"Agronomy, B.S.",Ecological Sciences,ECOL 550,Forest Ecology,3
"Animal Sciences, B.S.",Science Emphasis,MATH 221,Calculus and Analytic Geometry 1,5
"Animal Sciences, B.S.",Science Emphasis,PHYSICS 103,General Physics,4
"Animal Sciences, B.S.",Science Emphasis,CHEM 343,Organic Chemistry I,3
"Animal Sciences, B.S.",Science Emphasis,BIOCHEM 501,Introduction to Biochemistry,3
"Animal Sciences, B.S.",Science Emphasis,CHEM 344,Introductory Organic Chemistry Laboratory,
"Animal Sciences, B.S.",Science Emphasis,CHEM 345,Organic Chemistry II,
